排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
369,0.8409589575650392,601105407695659,3件套（帆布海报无框）暖色中性调可打印墙画，3幅组合装，现代乡村风装饰，极简抽象造型印刷品套装，即时下载,7.84,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/b41e66bcc7504e02a188cebc8ff279d6-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105407695659&search_method=user,913.csv,False,,False,0
370,0.8408972471218438,601101536313010,2D平面画，2D平面画，三幅2D印刷品，带框帆布画和海报，可直接悬挂，采用巴우豪斯风格的图形抽象艺术，用于家居装饰、墙壁艺术、房间装饰、家居壁画、高清印刷,42.28,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/58543c30-1f44-4a46-b787-8207248bb98b.jpg,https://www.temu.com/search_result.html?search_key=601101536313010&search_method=user,913.csv,False,,False,1
371,0.8407010204809309,606201479815596,2D平面画，2D平面画，（海报和印刷品，3件套帆布海报不含框架2D平面）3件套烧制土橙色抽象曲线帆布墙 आर्ट，水彩波浪形状暖橙色桃色棕褐色中性奶油色背景极简波西米亚风垂直无框客厅 R,9.76,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/04619277923a4c6aaee23b1f05d5ad4d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606201479815596&search_method=user,913.csv,False,,False,0
372,0.8401220494578923,607345132299124,2D平面，1件复古圆形金属标牌墙壁艺术，可读性强的“生于1968”信息，粗体奶油色数字，非常适合工作区、厨房、客厅，橙色点缀线，家居装饰，耐候性强，适用于室内外装饰，经久耐用，2D平面,3.22,家居厨房用品,节日饰品,https://img.kwcdn.com/product/21f0664f60/db518b55-ad53-4a11-8dfd-b29865c1d995_800x800.jpeg,https://www.temu.com/search_result.html?search_key=607345132299124&search_method=user,913.csv,False,,False,0
374,0.8395215105929309,607557666050976,主题海报，现代帆布印刷品，复古风格墙饰，非常适合用作礼物或家居、宿舍的装饰品。适用于卧室、客厅等场所。为无框设计，为 2D 平面图案，非常适合用来装饰房间。,5.16,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/5c47d82505204b2790dcd488e1039bdd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607557666050976&search_method=user,913.csv,False,,False,0
375,0.8393597077412176,607631552954497,居家多功能四层带扶手小推车，可收纳餐具、洗护、零碎杂物，厨房浴室客厅通用落地收纳车落地杂物整理收纳架。,23.66,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/51dc8eb8cab94039b51bfb939b14f60b-goods.jpeg,https://www.temu.com/search_result.html?search_key=607631552954497&search_method=user,913.csv,False,,False,0
376,0.8390304321953784,606245234818695,1PC全棉个面印花拉链款单被套，多种花型可供挑选，可机洗。,22.76,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/949c5aa7-43f9-489a-8d56-2ffb2a6d77cf.jpg,https://www.temu.com/search_result.html?search_key=606245234818695&search_method=user,913.csv,False,,False,15
377,0.838365917985078,601104235666882,"2D平面，3件装裱情人节帆布画，浪漫爱情墙饰，柔和腮红艺术印刷品，节日心形墙艺术，复古别致艺术海报，万圣节圣诞节家居装饰，节日礼物，适用于客厅、卧室，带框架[2D平面]，2D平面, 季节性艺术作品,家居装饰,极简主义墙面装饰画,装裱艺术品,高质量印刷品,心形装饰,艺术收藏家",17.0,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/1e6896889b8f43babcabc2c7ea23c7c4-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104235666882&search_method=user,913.csv,False,,False,2
380,0.8368135519575148,606817119771108,定制情侣婚纱油画肖像帆布画，2D平面印刷，上传照片生成复古油画风格艺术肖像，周年纪念日、新婚送礼创意墙面艺术品，客厅卧室墙面艺术装饰，圣诞节装饰，完美的生日、节日礼物,4.73,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/99aa40ee64b348eababcff0b1491d5eb-goods.jpeg,https://www.temu.com/search_result.html?search_key=606817119771108&search_method=user,913.csv,False,,False,0
381,0.8366018368376956,606049008503614,枫木蛋糕装饰糖霜模具，叶子巧克力硅胶模具，适用于感恩节、婴儿派对、纸杯蛋糕装饰、糖工艺、石膏、环氧树脂、聚合粘土,2.06,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/fancy/f73bb71e-6093-435a-a286-1f665c00d549.jpg,https://www.temu.com/search_result.html?search_key=606049008503614&search_method=user,913.csv,False,,False,4
384,0.8353325779890911,606606330839590,2D平面画，2D平面画，3件套灵性帆布墙 आर्ट套装，现代自然主题海报，无框室内人像方向印刷，适用于客厅装饰，15.7 X 23.6 英寸,5.44,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/b2a9ad1f-47b2-4ee0-ae42-ad7bae195765.jpg,https://www.temu.com/search_result.html?search_key=606606330839590&search_method=user,913.csv,False,,False,0
385,0.8341432455174097,601100905289220,(无框画布海报) 1件/3件装 金色伊斯兰书法粉墨笔刷图案背景装饰画 墙面艺术印刷画 客厅家居装饰画,7.97,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/a388e5acac2146e38dcae7f7da70a5a1-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100905289220&search_method=user,913.csv,False,,False,7
387,0.8330512354548071,606480803663222,2D平面画，2D平面画，8X8英寸带框画，为您的装饰增添一丝俏皮风，成为任何生活空间的理想礼物，包括客厅、卧室或厨房。,7.99,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/1b04506fea0d4d2db6c5aef01d65dadd-goods.jpeg,https://www.temu.com/search_result.html?search_key=606480803663222&search_method=user,913.csv,False,,False,0
388,0.8329707556013374,607162059324210,"( Activated) 1pc Multi-Style Collection Hook-And-Loop Fabric Sheer Light-Blocking Curtain Single Piece, B&B Apartment Floor-To-Ceiling Window Self-Adhesive Double Layer Curtain",14.1,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/8f330ef441924d6eb9f38d1d1134f51d-goods.jpeg,https://www.temu.com/search_result.html?search_key=607162059324210&search_method=user,913.csv,False,,False,0
389,0.8323253996736835,601104326349887,2D平面画，2D平面画，一幅现代抽象帆布画，描绘在白色花瓶中的橄榄枝，带框，专为极简主义装饰设计。这幅艺术品，尺寸为49.99X100.0厘米，适合客厅、卧室或办公室。,44.53,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/d90a2b6312f44cfbbbc159ac1951b77d-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104326349887&search_method=user,913.csv,False,,False,3
392,0.8313530988370129,606737662851364,4个西班牙圣经经文木质冰箱磁铁，基督教宗教经文冰箱磁铁，花卉装饰磁铁，家居厨房冰箱装饰，节日礼物,5.19,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/5fd475657e27451db8094b011e8619de-goods.jpeg,https://www.temu.com/search_result.html?search_key=606737662851364&search_method=user,913.csv,False,,False,0
393,0.8312033399504983,607571020742831,"Premium Natural | Household Solid | Fresh Natural Scent | Long-Lasting Fragrance | Suitable for Wardrobe, Shoe Cabinet, Bookshelf, Storage Room, Bathroom, Purification Ritual, Yoga, And Meditation",3.12,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/f3998028-660f-415c-b8ff-5a9318f94724.jpg,https://www.temu.com/search_result.html?search_key=607571020742831&search_method=user,913.csv,False,,False,21
394,0.8311492216822048,606540715124841,3件 2D平面 蒲公英大图像墙艺术，带露珠和柔和的蓝色调 - 现代简约植物自然装饰，适用于卧室、客厅、办公室、走廊，蒲公英装饰，送给他/她的完美礼物 无框,3.27,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/0b52e8f0d496473a91b94424a7051c5b-goods.jpeg,https://www.temu.com/search_result.html?search_key=606540715124841&search_method=user,913.csv,False,,False,1
395,0.8300344192110977,607555451512881,2D平面，1件德国牧羊犬守卫圆形金属标牌墙 आर्ट，注意警告文字，圆形乡村风标牌 आर्ट，家居装饰，适用于工作室办公室，乡村风装饰魅力，波西米亚风装饰氛围，室内外通用耐候，经久耐用,3.22,家居厨房用品,节日饰品,https://img.kwcdn.com/product/21f0661540/77267efd-0f4c-4bef-9758-1888b16a9a56_800x800.jpeg,https://www.temu.com/search_result.html?search_key=607555451512881&search_method=user,913.csv,False,,False,0
396,0.8298601837103662,607629808104542,"A Sofa Cushion with Sweat-proof, Breathable, and Slip-resistant Features, Pet-friendly, Available in Multiple Colors, Suitable for Decorating Bedrooms, Offices, Living Rooms, and Cafes",8.45,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/4f4e49cc-f877-4a25-a02c-80c49b3a5ab9.jpg,https://www.temu.com/search_result.html?search_key=607629808104542&search_method=user,913.csv,False,,False,1
398,0.8297521517947156,607381304008559,三件套2D数码印花床笠套装（含床笠1件+枕套2件，无填充物）- 浅米色底搭配节日绿圣诞花环与红丝带，简约风多规格假日床品，适用于卧室装饰与节日赠礼,17.69,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/e752f978b9854b2a95bc9e5577bf1507-goods.jpeg,https://www.temu.com/search_result.html?search_key=607381304008559&search_method=user,913.csv,False,,False,1
399,0.8296145604647125,605798709193681,爸爸脚本胡须与一号奖杯陶瓷勺托，温暖贴心的设计搭配金蓝点缀，白色厨具托适用于灶台与台面，父亲节礼物赠予爸爸、丈夫及父亲般的人物,5.91,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/caa52ab25c544f899ad472da0bc9a15d-goods.jpeg,https://www.temu.com/search_result.html?search_key=605798709193681&search_method=user,913.csv,False,,False,0
400,0.8295935512067063,606083166871997,2D平面，2D平面3件套波西米亚风抽象艺术印刷品：海军蓝、土红色、金色笔触节日礼物，适用于客厅、卧室、办公室、餐厅、厨房、浴室，墙壁艺术，家居装饰，2D印刷，帆布海报画无框,8.16,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/b17d20c4452442258cab0448f1725eac-goods.jpeg,https://www.temu.com/search_result.html?search_key=606083166871997&search_method=user,913.csv,False,,False,2
401,0.8291869602817615,606688740509057,2D平面 铁质1件，复古铁质标牌 - 装饰艺术风格铁质监控警告标志，24小时闭路电视摄像头监控，个语英语西班牙语，适用于墙壁安装，家庭商业安全，无需用电1件,7.07,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/2407ada9dcbf42cba0492eed344dbff2-goods.jpeg,https://www.temu.com/search_result.html?search_key=606688740509057&search_method=user,913.csv,False,,False,14
402,0.8289412814680237,606653642544613,5个装迷你天然白色扇贝装饰贝壳，小型工艺品，实用装饰用品，适用于水族箱鱼缸花瓶填充，海滩婚礼航海派个布置，爱好者创作，节日家居装饰必备品,3.07,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/8d1ce2ba67b6489c907273b0cf9e0b8a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606653642544613&search_method=user,913.csv,False,,False,1
403,0.8277643947567532,607109915744659,1个游戏手柄造型 2D平面印花填充抱枕 装饰靠垫 适用于礼物、卧室、沙发、房间、派对装饰，2D平面款,20.66,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/6375531f79e3422488c0b57e09e57acf-goods.jpeg,https://www.temu.com/search_result.html?search_key=607109915744659&search_method=user,913.csv,False,,False,5
404,0.8277320316978594,607587529552368,5Cm小型反光迪斯科球，3个装，镜面迪斯科球悬挂装饰品，适用于新娘送礼会、周年纪念、复古迪斯科主题派对用品,2.47,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/77a22f9f808b455f89d8e352e5227369-goods.jpeg,https://www.temu.com/search_result.html?search_key=607587529552368&search_method=user,913.csv,False,,False,10
405,0.8272734777148151,607501898614677,"1pc Blonde Little Angel Green Glow-in-the-Dark Wall Sticker, Featuring a Blonde Little Angel Sitting on a Golden Five-pointed Star, Accompanied by Scattered Yellow Stars and Light Green Four-leaf Clover Flower Stickers. Requires Light Absorption",1.35,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/ca7c9a517f8b425baf66d85157f9a8fd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607501898614677&search_method=user,913.csv,False,,False,1
406,0.8270522035435686,605849024096064,个性化雕刻定制不锈钢保温水瓶，350毫升（11.83盎司），双层真空绝缘，适合动漫爱好者的便携旅行杯,12.24,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/fancy/49adc2eb-4eb6-44e5-be91-2db5758ede4a.jpg,https://www.temu.com/search_result.html?search_key=605849024096064&search_method=user,913.csv,False,,False,5
407,0.826554408658275,601100092691813,1 件装框城市景观墙艺术 - 现代装饰艺术霓虹灯摩天大楼帆布印刷品，充满活力的蓝色和红色调垂直墙壁装饰带木框架，客厅、卧室、办公室的都市交通画 - 理想礼物、教室装饰|城市美学|木制框架艺术、现代墙面艺术,28.54,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/060485b250eb4da890906750fd98826c-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100092691813&search_method=user,913.csv,False,,False,11
408,0.8263174736859236,607517467872339,"500Ml/16.9Oz Frosted Bouncy Lid Water Bottle, Leak-Proof Portable Sports Cup with Random Flavor Ring, Outdoor Camping Fitness Student Daily Drinkware Multi-Color Available, Perfect Back-To-School Gift",9.53,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/open/d66381bee1c94c268b6dadd67d380e11-goods.jpeg,https://www.temu.com/search_result.html?search_key=607517467872339&search_method=user,913.csv,False,,False,2
409,0.8258425890018362,606520112707310,2D平面 无框 3PCS 丛林动物海报，-活力四射的长颈鹿、黑豹、老虎、斑马和大象壁画，配有色彩丰富的花朵，非常适合客厅和卧室装饰，客厅艺术品活力四射的动物印刷品,2.76,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/1359dc0750e94f52a36b08abb91d413b-goods.jpeg,https://www.temu.com/search_result.html?search_key=606520112707310&search_method=user,913.csv,False,,False,1
410,0.8256811216651915,607624439423947,2D平面，1件意大利提拉米苏主题圆形木质墙饰 -人造木材，意大利国旗颜色搭配提拉米苏切片设计 - 适用于家庭、办公室、咖啡馆、餐厅的墙面装饰 - 耐用的厨房与餐饮装饰品 - 意大利美食爱好者礼物，高品质印刷，适合咖啡馆老板和家居装饰者，2D平面,1.76,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/0f713c806a85497b9c84c56979b808d7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607624439423947&search_method=user,913.csv,False,,False,0
411,0.8242983457427244,606958853681933,"Personalized Pillowcase- Watercolor Sky Rainbow Pattern, Customizable Name and Fun Pillow, Sofa Room Decor, Birthday Gift, Souvenir(Pillow Core Not Included)",2.9,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/b2ff769e3eac4e1f9fed65e71c918fe2-goods.jpeg,https://www.temu.com/search_result.html?search_key=606958853681933&search_method=user,913.csv,False,,False,0
413,0.8232777923974458,601103914175216,2D平面画，2D平面画，1件带框帆布艺术品，展示野生自然，展示一只白色老虎。这幅梦幻色彩的艺术品可用作丛林精神墙壁装饰，非常适合现代家居美学。它也可以是用于家居装饰的复古风格海报。,28.03,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/0a89ad7525674616aedba4f5d0877d88-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103914175216&search_method=user,913.csv,False,,False,1
415,0.8207631933287559,606836111604307,主题海报，现代帆布印刷品，复古风格墙饰，非常适合用作礼物或家居、宿舍的装饰品。适用于卧室、客厅等场所。为无框设计，为 2D 平面图案，非常适合用来装饰房间。,5.16,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/92e4d612587541e1810b035ec938ef77-goods.jpeg,https://www.temu.com/search_result.html?search_key=606836111604307&search_method=user,913.csv,False,,False,0
416,0.8206578240203136,607228295756850,【Posters & Prints】一张无框帆布画海报2d平面画，无框画布印刷品——红心皇后解剖心脏墙饰海报，现代厨房装饰，适用于家居、办公室或咖啡馆，办公艺术，现代画布艺术，2d平面设计，房间装饰佳品，理想礼品选择，2d平面,1.43,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/217a7c4f4a/1c67d35c-0d4e-4a2f-aeb6-481531320f62_800x800.jpeg,https://www.temu.com/search_result.html?search_key=607228295756850&search_method=user,913.csv,False,,False,0
417,0.82062643834647,606815911821465,6个美人鱼公主纸质派个帽子，魔法海底帽，适用于婴儿送礼会美人鱼生日派个礼物，美人鱼生日派个帽子,1.99,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/52714aa377da448896b6d47df1a765ae-goods.jpeg,https://www.temu.com/search_result.html?search_key=606815911821465&search_method=user,913.csv,False,,False,3
418,0.8205152010644953,607291176797137,2D平面 - 2D/平面印刷新款圣诞珍珠钻石吊坠，圣诞装饰吊坠，亚克力珍珠钻石镶嵌和平鸽圣洁图案设计吊坠，节日派对圣诞树装饰礼物,3.38,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/e8baa5e70503411884461a392e17671b-goods.jpeg,https://www.temu.com/search_result.html?search_key=607291176797137&search_method=user,913.csv,False,,False,0
420,0.8198040263674649,607390229485567,20pcs Roaring 20s 咆哮二十年代黑金派个一次性纸盘纸杯套装 Art Deco 盖茨比复古主题派个餐具 生日新年舞会聚会装饰用品,5.3,家居厨房用品,食品服务设备,https://img.kwcdn.com/product/fancy/f563e380-fd14-492f-bad2-96ff64461689.jpg,https://www.temu.com/search_result.html?search_key=607390229485567&search_method=user,913.csv,False,,False,0
421,0.819209551141169,606346971863376,12pcs 纸质 航海主题派对桌面中心装饰品 – 12件海洋水手装饰，适用于蓝色主题派对生日，鱼、小船、灯塔航海派对装饰 派对餐桌中央摆饰,8.82,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/aea1ae02-f532-4439-84f6-cffa1112928b.jpg,https://www.temu.com/search_result.html?search_key=606346971863376&search_method=user,913.csv,False,,False,13
422,0.8189673968471326,606171213721793,Posters&Prints【定制】 定制照片画布印刷，阳台凌霄花爬藤人像，热烈自然风格，轻薄画布省空间，卧室阳台装饰，藤蔓绿植日常纪念画【无框】,1.63,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/3fd3d078-2694-4a31-a17a-dd92a49037e9.jpg,https://www.temu.com/search_result.html?search_key=606171213721793&search_method=user,913.csv,False,,False,40
423,0.8187618040185769,606795376514962,2D 2件复古绿叶植物抱枕套，单面印花，多尺寸可选，桃皮绒材质，拉链闭合，可机洗，不含枕芯。浅米底色，各色深浅绿叶枝叶错落排布，色调温润柔和，充满自然森系气息，适配沙发、卧室、飘窗。,3.6,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/2b918c0c1f01488faeb6dde2003d7b86-goods.jpeg,https://www.temu.com/search_result.html?search_key=606795376514962&search_method=user,913.csv,False,,False,6
425,0.8182506903514117,607297887662367,1件装 单面印花洗碗布和抹布 - 有趣的烘焙礼物厨房烘焙毛巾，送给女性发酵面包师的礼物，在我的发酵时代花卉手洗碗巾，用于厨房，2D平面，用于节日装饰,3.89,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/e6f7aeee-5e83-4c95-8c9c-43c31a59a6a9.jpg,https://www.temu.com/search_result.html?search_key=607297887662367&search_method=user,913.csv,False,,False,1
426,0.8181532439280788,607167964936229,"2D平面图案,圣诞窗贴玻璃静电贴纸，窗贴，玻璃贴画，窗户贴花雪景房屋松树雪花装饰静电膜易安装可拆卸，防水贴纸，可重复使用双面可见|可移除的PVC节日防水贴纸，圣诞节玻璃窗户装饰贴纸 双面打印-浴室家居玻璃贴膜",1.74,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/5405fc865f2b4b728933b6a670f1b515-goods.jpeg,https://www.temu.com/search_result.html?search_key=607167964936229&search_method=user,913.csv,False,,False,4
427,0.817902792739666,606191027587923,"2D Flat, 2pcs Modern Abstract Maze Curtains with Black Line Design - Semi-Sheer Window Panels Suitable for Bathroom, Living Room, Café, Pocket Rod Pocket Design, Machine Washable Panels for &, Minimalist Decor, 2D Flat",16.1,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/211a2a49c9a/a5ecf642-1a50-4e66-ae94-757f34e0fef1_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606191027587923&search_method=user,913.csv,False,,False,0
429,0.8153517931920203,607459150265541,"100个装 3.54""×4.72""(9厘米×12厘米)粉色欧根纱礼品袋，轻便防护，适用于婚礼、圣诞节、派对、珠宝及礼物包装，糖果袋",3.16,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/0ba067d4-0bb3-4ec0-bb8d-1013f24b9f41.jpg,https://www.temu.com/search_result.html?search_key=607459150265541&search_method=user,913.csv,False,,False,18
430,0.8152698978165573,607371103458761,2件装海洋动物挤压玩具捏捏乐，可爱章鱼与小鱼挤压玩具，柔软缓慢上升的感官益智玩具，泥巴质感挤压玩具，适合儿童的迷你海洋生物软体玩具，课堂奖励、派个礼品、生日礼物、圣诞节、万圣节、感恩节礼物，随机配色,2.65,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/c5f8fc4b-509c-45d3-a7b6-652f7de5c96c.jpg,https://www.temu.com/search_result.html?search_key=607371103458761&search_method=user,913.csv,False,,False,0
431,0.8152395453308009,607656785862735,"2D平面木质4件装杯垫 适用于咖啡桌装饰 - 多彩俏皮""你能行""牛油果与动物饮料杯垫，杯垫带励志名言，桌面保护垫，适用于办公室、鼓励礼物，",1.43,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/6cf3a540-0132-4c1e-a3aa-3f891d5f06d7.jpg,https://www.temu.com/search_result.html?search_key=607656785862735&search_method=user,913.csv,False,,False,0
432,0.8148158721038584,607553840855193,2D平面4件套万圣节复古南瓜抱枕套 米色枕套 单面印花 不含枕芯 沙发床装饰 适用于客厅卧室,5.53,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/c088b589f2e045eda551351e6dd9d6a2-goods.jpeg,https://www.temu.com/search_result.html?search_key=607553840855193&search_method=user,913.csv,False,,False,2
433,0.8142432292460485,607089581760736,7PCS大号植绒圣诞球套装异形挂件 圣诞树装饰吊球节日彩球橱窗布置礼物,5.24,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/ae542dbc-c465-49bf-8154-4413152d07c6.jpg,https://www.temu.com/search_result.html?search_key=607089581760736&search_method=user,913.csv,False,,False,16
435,0.8135299447744404,606802490019843,2D平面，1件装 米特奥拉希腊旅行圆形金属标志墙壁艺术，完美适用于厨房、餐厅、客厅，悬崖修道院主题，家居装饰，岩柱图案，现代简约美学，室内外装饰皆宜，耐候性强，经久耐用，2D平面,3.22,家居厨房用品,节日饰品,https://img.kwcdn.com/product/21f0664e70/d0e469cc-4199-4c07-b7de-1faccb3eae98_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606802490019843&search_method=user,913.csv,False,,False,0
436,0.8109743031667829,601104632425038,2D平面 - 带有相框的美丽家居办公室，2D抽象装饰画，适用于卧室，7.87*7.87英寸尺寸，非常适合厨房墙壁装饰，精致的单面装饰牌和装饰品，以及装饰画,5.67,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/910f32f831544f7396e71f8f0c482d53-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104632425038&search_method=user,913.csv,False,,False,1
437,0.8108574931563861,607275473310138,"1pc Plush Sofa Cushion, Armrest Cushion, Backrest Cushion, Throw Pillow Cover, Arrow Pattern, Lace Trim Design, Slip-resistant Machine Washable Furniture Protector, Pet-friendly, Perfect Home Decoration",8.47,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/1cd80cc2-7fe2-4d02-87eb-1335eaac5c56.jpg,https://www.temu.com/search_result.html?search_key=607275473310138&search_method=user,913.csv,False,,False,13
438,0.8106204423619401,607506663318564,2D平面个性化照片帆布画带松木画框 - 定制图片墙饰，适用于家庭、宠物、回忆 - 复古画框装饰，适用于卧室 - 母亲、男士、女士的理想礼物 - 环绕式帆布画框装饰，2D平面,3.95,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/69efe6ce06374b369c2fd1db4cc1da6c-goods.jpeg,https://www.temu.com/search_result.html?search_key=607506663318564&search_method=user,913.csv,False,,False,2
439,0.8103825062865754,606616732666263,1件植物爱好者礼物 标牌 园艺办公桌装饰品| 家庭办公室厨房装饰 植物爱好者装饰品 适合女性 男性 妈妈 会议室书房隔间配件,2.52,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/425ba203f05a447882197e481da6a163-goods.jpeg,https://www.temu.com/search_result.html?search_key=606616732666263&search_method=user,913.csv,False,,False,0
441,0.8096833174462923,606810878615452,2D平面定制爱上克罗地亚国旗颜色风格冰箱磁铁 - 个性化文字/姓名，独特冰箱磁铁礼物创意家居厨房装饰磁性贴纸复古艺术冰箱磁铁创意家居冰箱装饰品,3.47,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/c94abdc556aa447d9bf7e4cc75b3e982-goods.jpeg,https://www.temu.com/search_result.html?search_key=606810878615452&search_method=user,913.csv,False,,False,0
442,0.8096200058730517,607092802956692,20个装，万圣节蜘蛛网生日快乐八角形一次性纸盘，红色底黑色蜘蛛网蓝色边缘7英寸波浪边甜点盘，万圣节主题派个装饰餐具，节日庆祝用餐具,4.96,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/dd621659-e2bc-46ce-8c6e-0b5edba8edf4.jpg,https://www.temu.com/search_result.html?search_key=607092802956692&search_method=user,913.csv,False,,False,15
443,0.8094159306770952,606694578970902,1个装，优雅蓝绿色植物图案枕套，现代印花装饰靠垫套，带拉链封口，柔软舒适面料，适用于沙发床客厅卧室装饰，无枕芯,5.11,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/872a1450-c5d8-440b-91f5-cbc4145b4726.jpg,https://www.temu.com/search_result.html?search_key=606694578970902&search_method=user,913.csv,False,,False,4
444,0.8093528560501242,607238160770594,2D平面，1件装，十二生肖标志 - 20.32X20.32厘米，占星符号金属墙饰，天体设计装饰牌，适用于车库、咖啡馆装饰或作为万圣节/感恩节/圣诞节礼物，2D平面,2.23,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/48a27f88f1d346a2bc32fcc695ee4f95-goods.jpeg,https://www.temu.com/search_result.html?search_key=607238160770594&search_method=user,913.csv,False,,False,0
445,0.8092767023693521,606305028779210,2D复古平面得克萨斯州问候牌，哑光表面，设计有美国国旗和孤星州图案，新品架，随机孔样式,2.48,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/c8060b4809ae488d81eb306add1a7656-goods.jpeg,https://www.temu.com/search_result.html?search_key=606305028779210&search_method=user,913.csv,False,,False,2
446,0.808951436692416,607605246269003,4pcs海洋鱼形杯垫 ，带有幽默的白色鱼形设计，海岸式餐桌装饰，适用于厨房和餐厅，季节性餐桌布置 | 幽默的鱼形设计 | 耐用的餐具，鱼形装饰,0.77,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/5dd3ea362e1846d1afc63c304bcaea91-goods.jpeg,https://www.temu.com/search_result.html?search_key=607605246269003&search_method=user,913.csv,False,,False,0
447,0.8082193714051561,607677321164202,2027蓝色闪光圣诞帽窗户贴纸，带雏菊蝴蝶结雪花冬季新年圣诞贴花，双面可见，自粘PVC，适用于烘焙店精品店前玻璃门装饰,2.09,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/954fd59f-12b8-4e0a-973f-00ee6b7e86f5.jpg,https://www.temu.com/search_result.html?search_key=607677321164202&search_method=user,913.csv,False,,False,1
